tti,,
11007,,
7385,,
1642,,
4401,,
3742,,
5623.2,,
3507,,
8278,,
7442,,
2122,,
4382,,
2906,,
8959,,
7672,,
8517,,
10641,,
1074,,
12487,,
9263,,
2086,,
6197,,
2224,,
7119,,
6798,,
1742,,
6488,,
2686,,
21241,,
5817,,
21242,,
8354,,
2707,,
19588,,
12825,,
7852,,
22594,,
7685,,
22697,,
8308,,
23660,,
2660,,
22688,,
23869,,
17581,,
24445,,
3744,,
9367,,
21894,,
21243,,
23103,,
19969,,
22477,,
21830,,
27925,,
21964,,
7185,,
4110,,
23544,,
22075,,
11144,,
24262,,
20117,,
8842,,
21931,,
4708,,
24513,,
3959,,
37434,,
9885,,
21835,,
8682,,
19096,,
19428,,
22269,,
20609,,
16690,,
21689,,
9854,,
,Median,Average
,10149,11906.86321
